,RNA-seq 8h,RNA-seq 24h,Proteomics 8h,Proteomics 24h
TAF6,,,,
TAF6L,,,,
TAF7,,,,
TAF9,,,,
TAF9B,,,,
TAGLN2,,,,
TAGLN3,,,,
TALDO1,,,,
TAMM41,,,,
TANC2,,,,
TANGO2,,,,
TANGO6,,,,
TAOK1,,,,
TAOK2,,,,
TAOK3,,,,
TAPT1,,,,
TARBP1,,,,
TARBP2,,,,
TARDBP,,,,
TARS2,,,,
TARSL2,,,,
TAS1R3,,,,
TASP1,,,,
TATDN1,,,,
TATDN2,,,,
TATDN3,,,,
TAX1BP1,,,,
TAX1BP3,,,,
TAZ,,,,
TBC1D10A,,,,
TBC1D10B,,,,
TBC1D12,,,,
TBC1D13,,,,
TBC1D14,,,,
TBC1D15,,,,
TBC1D17,,,,
TBC1D2,,,,
TBC1D20,,,,
TBC1D22A,,,,
TBC1D22B,,,,
TBC1D23,,,,
TBC1D24,,,,
TBC1D25,,,,
TBC1D2B,,,,
TBC1D31,,,,
TBC1D4,,,,
TBC1D5,,,,
TBC1D7,,,,
TBC1D8,,,,
TBC1D8B,,,,
TBC1D9,,,,
TBC1D9B,,,,
TBCA,,,,
TBCB,,,,
TBCC,,,,
TBCCD1,,,,
TBCD,,,,
TBCE,,,,
TBCEL,,,,
TBCK,,,,
TBL1X,,,,
TBL1XR1,,,,
TBL2,,,,
TBL3,,,,
TBP,,,,
TBPL1,,,,
TBRG4,,,,
TC2N,,,,
TCAIM,,,,
TCEA1,,,,
TCEA2,,,,
TCEA3,,,,
TCEAL1,,,,
TCEAL2,,,,
TCEAL4,,,,
TCEAL5,,,,
TCEAL6,,,,
TCEAL7,,,,
TCEANC2,,,,
TCERG1,,,,
TCERG1L,,,,
TCF12,,,,
TCF19,,,,
TCF20,,,,
TCF25,,,,
TCF3,,,,
TCHP,,,,
TCN2,,,,
TCOF1,,,,
TCP1,,,,
TCP11L1,,,,
TCTEX1D2,,,,
TCTN3,,,,
TDG,,,,
TDP1,,,,
TDP2,,,,
TDRD3,,,,
TDRKH,,,,
TDRP,,,,
TEAD1,,,,
TEAD3,,,,
TECPR1,,,,
TECPR2,,,,
TECR,,,,
TEFM,,,,
TELO2,,,,
TENM3,,,,
TENM4,,,,
TERF1,,,,
TERF2,,,,
TERF2IP,,,,
TES,,,,
TESC,,,,
TESK1,,,,
TET2,,,,
TEX10,,,,
TEX15,,,,
TEX2,,,,
TEX261,,,,
TEX264,,,,
TEX30,,,,
TFAM,,,,
TFAP4,,,,
TFB1M,,,,
TFB2M,,,,
TFCP2,,,,
TFDP1,,,,
TFDP2,,,,
TFE3,,,,
TFF1,,,,
TFF3,,,,
TFG,,,,
TFIP11,,,,
TFPT,,,,
TFRC,,,,
TGFBR3,,,,
TGOLN2,,,,
TGS1,,,,
THADA,,,,
THAP11,,,,
THAP4,,,,
THBS3,,,,
THEM4,,,,
THEM6,,,,
THG1L,,,,
THNSL1,,,,
THOC1,,,,
THOC2,,,,
THOC3,,,,
THOC5,,,,
THOC6,,,,
THOC7,,,,
THOP1,,,,
THRAP3,,,,
THUMPD1,,,,
THUMPD2,,,,
THUMPD3,,,,
THYN1,,,,
TIA1,,,,
TIAL1,,,,
TIAM1,,,,
TIFA,,,,
TIGD2,,,,
TIGD7,,,,
TIMELESS,,,,
TIMM10,,,,
TIMM10B,,,,
TIMM13,,,,
TIMM17A,,,,
TIMM17B,,,,
TIMM21,,,,
TIMM22,,,,
TIMM23,,,,
TIMM44,,,,
TIMM50,,,,
TIMM8A,,,,
TIMM8B,,,,
TIMM9,,,,
TIMMDC1,,,,
TIMP1,,,,
TIMP2,,,,
TIMP3,,,,
TINF2,,,,
TIRAP,,,,
TJAP1,,,,
TJP1,,,,
TK1,,,,
TK2,,,,
TKT,,,,
TLCD1,,,,
TLDC1,,,,
TLDC2,,,,
TLE1,,,,
TLE2,,,,
TLK1,,,,
TLN1,,,,
TLR5,,,,
TM2D1,,,,
TM2D3,,,,
TM4SF4,,,,
TM7SF2,,,,
TM7SF3,,,,
TM9SF1,,,,
TM9SF3,,,,
TM9SF4,,,,
TMA16,,,,
TMA7,,,,
TMBIM6,,,,
TMC4,,,,
TMCC1,,,,
TMCC2,,,,
TMCC3,,,,
TMCO1,,,,
TMCO3,,,,
TMCO6,,,,
TMED1,,,,
TMED10,,,,
TMED2,,,,
TMED3,,,,
TMED4,,,,
TMED5,,,,
TMED6,,,,
TMED7,,,,
TMED8,,,,
TMED9,,,,
TMEFF1,,,,
TMEFF2,,,,
TMEM101,,,,
TMEM102,,,,
TMEM104,,,,
TMEM106B,,,,
TMEM106C,,,,
TMEM109,,,,
TMEM11,,,,
TMEM115,,,,
TMEM120B,,,,
TMEM126A,,,,
TMEM126B,,,,
TMEM127,,,,
TMEM129,,,,
TMEM131,,,,
TMEM134,,,,
TMEM135,,,,
TMEM138,,,,
TMEM141,,,,
TMEM143,,,,
TMEM147,,,,
TMEM14B,,,,
TMEM14C,,,,
TMEM150A,,,,
TMEM151A,,,,
TMEM160,,,,
TMEM161A,,,,
TMEM161B,,,,
TMEM163,,,,
TMEM164,,,,
TMEM165,,,,
TMEM167A,,,,
TMEM167B,,,,
TMEM168,,,,
TMEM169,,,,
TMEM17,,,,
TMEM175,,,,
TMEM177,,,,
TMEM18,,,,
TMEM181,,,,
TMEM184A,,,,
TMEM184B,,,,
TMEM184C,,,,
TMEM185A,,,,
TMEM186,,,,
TMEM189,,,,
TMEM19,,,,
TMEM192,,,,
TMEM199,,,,
TMEM2,,,,
TMEM200A,,,,
TMEM201,,,,
TMEM205,,,,
TMEM206,,,,
TMEM208,,,,
TMEM209,,,,
TMEM214,,,,
TMEM222,,,,
TMEM230,,,,
TMEM237,,,,
TMEM242,,,,
TMEM243,,,,
TMEM245,,,,
TMEM246,,,,
TMEM248,,,,
TMEM251,,,,
TMEM254,,,,
TMEM256,,,,
TMEM258,,,,
TMEM259,,,,
TMEM260,,,,
TMEM30A,,,,
TMEM30B,,,,
TMEM33,,,,
TMEM37,,,,
TMEM38A,,,,
TMEM38B,,,,
TMEM39B,,,,
TMEM41A,,,,
TMEM43,,,,
TMEM44,,,,
TMEM5,,,,
TMEM50A,,,,
TMEM50B,,,,
TMEM51,,,,
TMEM53,,,,
TMEM54,,,,
TMEM56,,,,
TMEM59,,,,
TMEM59L,,,,
TMEM63B,,,,
TMEM63C,,,,
TMEM65,,,,
TMEM67,,,,
TMEM68,,,,
TMEM70,,,,
TMEM74B,,,,
TMEM86A,,,,
TMEM86B,,,,
TMEM87A,,,,
TMEM87B,,,,
TMEM8A,,,,
TMEM9,,,,
TMEM97,,,,
TMEM98,,,,
TMEM9B,,,,
TMF1,,,,
TMLHE,,,,
TMOD2,,,,
TMOD3,,,,
TMPO,,,,
TMPPE,,,,
TMPRSS6,,,,
TMSB15B,,,,
TMSB4X,,,,
TMTC1,,,,
TMTC3,,,,
TMTC4,,,,
TMUB1,,,,
TMUB2,,,,
TMX2,,,,
TMX3,,,,
TMX4,,,,
TNFAIP2,,,,
TNFAIP8,,,,
TNFAIP8L1,,,,
TNFRSF19,,,,
TNFRSF21,,,,
TNIK,,,,
TNIP1,,,,
TNIP2,,,,
TNKS,,,,
TNKS1BP1,,,,
TNKS2,,,,
TNPO1,,,,
TNPO2,,,,
TNPO3,,,,
TNR,,,,
TNRC18,,,,
TNRC6A,,,,
TNRC6B,,,,
TNRC6C,,,,
TNS3,,,,
TOE1,,,,
TOLLIP,,,,
TOM1L1,,,,
TOM1L2,,,,
TOMM20,,,,
TOMM22,,,,
TOMM34,,,,
TOMM40,,,,
TOMM40L,,,,
TOMM5,,,,
TOMM6,,,,
TOMM7,,,,
TONSL,,,,
TOP1,,,,
TOP1MT,,,,
TOP2A,,,,
TOP2B,,,,
TOP3A,,,,
TOP3B,,,,
TOPBP1,,,,
TOPORS,,,,
TOR1AIP1,,,,
TOR1AIP2,,,,
TOR1B,,,,
TOR2A,,,,
TOR3A,,,,
TOR4A,,,,
TOX,,,,
TOX3,,,,
TOX4,,,,
TP53,,,,
TP53BP1,,,,
TP53BP2,,,,
TP53I11,,,,
TP53I13,,,,
TP53I3,,,,
TP53RK,,,,
TPCN1,,,,
TPD52,,,,
TPD52L2,,,,
TPGS1,,,,
TPI1,,,,
TPK1,,,,
TPM1,,,,
TPM3,,,,
TPM4,,,,
TPMT,,,,
TPP1,,,,
TPP2,,,,
TPPP,,,,
TPPP3,,,,
TPR,,,,
TPRG1L,,,,
TPRKB,,,,
TPRN,,,,
TPST1,,,,
TPST2,,,,
TPT1,,,,
TPX2,,,,
TRA2A,,,,
TRA2B,,,,
TRABD,,,,
TRAF2,,,,
TRAF3,,,,
TRAF3IP1,,,,
TRAF3IP2,,,,
TRAF4,,,,
TRAF6,,,,
TRAF7,,,,
TRAK2,,,,
TRAM1,,,,
TRAM1L1,,,,
TRAM2,,,,
TRAP1,,,,
TRAPPC1,,,,
TRAPPC10,,,,
TRAPPC11,,,,
TRAPPC12,,,,
TRAPPC13,,,,
TRAPPC2,,,,
TRAPPC2L,,,,
TRAPPC3,,,,
TRAPPC4,,,,
TRAPPC5,,,,
TRAPPC6A,,,,
TRAPPC6B,,,,
TRAPPC8,,,,
TRAPPC9,,,,
TRIAP1,,,,
TRIB3,,,,
TRIM11,,,,
TRIM13,,,,
TRIM2,,,,
TRIM23,,,,
TRIM24,,,,
TRIM27,,,,
TRIM28,,,,
TRIM29,,,,
TRIM3,,,,
TRIM33,,,,
TRIM35,,,,
TRIM36,,,,
TRIM37,,,,
TRIM4,,,,
TRIM41,,,,
TRIM44,,,,
TRIM46,,,,
TRIM59,,,,
TRIM65,,,,
TRIM9,,,,
TRIO,,,,
TRIOBP,,,,
TRIP11,,,,
TRIP13,,,,
TRIP4,,,,
TRIQK,,,,
TRIT1,,,,
TRMT1,,,,
TRMT10A,,,,
TRMT10C,,,,
TRMT11,,,,
TRMT112,,,,
TRMT13,,,,
TRMT1L,,,,
TRMT2A,,,,
TRMT2B,,,,
TRMT5,,,,
TRMT6,,,,
TRMT61A,,,,
TRMT61B,,,,
TRMU,,,,
TRNAU1AP,,,,
TRNP1,,,,
TRNT1,,,,
TRO,,,,
TROVE2,,,,
TRPC4AP,,,,
TRPM3,,,,
TRPM7,,,,
TRPT1,,,,
TRRAP,,,,
TRUB1,,,,
TRUB2,,,,
TSC1,,,,
TSC2,,,,
TSC22D2,,,,
TSC22D3,,,,
TSC22D4,,,,
TSEN15,,,,
TSEN34,,,,
TSFM,,,,
TSG101,,,,
TSHZ1,,,,
TSHZ2,,,,
TSKU,,,,
TSN,,,,
TSNARE1,,,,
TSNAX,,,,
TSPAN1,,,,
TSPAN13,,,,
TSPAN14,,,,
TSPAN15,,,,
TSPAN3,,,,
TSPAN31,,,,
TSPAN32,,,,
TSPAN33,,,,
TSPAN4,,,,
TSPAN5,,,,
TSPAN7,,,,
TSPAN9,,,,
TSPYL4,,,,
TSPYL5,,,,
TSR1,,,,
TSR2,,,,
TSR3,,,,
TSSC4,,,,
TST,,,,
TSTA3,,,,
TSTD1,,,,
TTC1,,,,
TTC12,,,,
TTC13,,,,
TTC14,,,,
TTC17,,,,
TTC19,,,,
TTC21B,,,,
TTC26,,,,
TTC27,,,,
TTC28,,,,
TTC3,,,,
TTC30A,,,,
TTC30B,,,,
TTC33,,,,
TTC37,,,,
TTC39A,,,,
TTC39C,,,,
TTC4,,,,
TTC5,,,,
TTC7A,,,,
TTC7B,,,,
TTC8,,,,
TTC9,,,,
TTC9C,,,,
TTF1,,,,
TTI1,,,,
TTI2,,,,
TTK,,,,
TTL,,,,
TTLL12,,,,
TTPAL,,,,
TTR,,,,
TTYH3,,,,
TUB,,,,
TUBA1B,,,,
TUBA1C,,,,
TUBA4A,,,,
TUBB,,,,
TUBB1,,,,
TUBB2A,,,,
TUBB2B,,,,
TUBB3,,,,
TUBB4B,,,,
TUBB6,,,,
TUBG1,,,,
TUBG2,,,,
TUBGCP2,,,,
TUBGCP3,,,,
TUBGCP4,,,,
TUBGCP5,,,,
TUBGCP6,,,,
TULP3,,,,
TULP4,,,,
TUSC2,,,,
TUSC3,,,,
TUT1,,,,
TVP23C,,,,
TWF1,,,,
TWF2,,,,
TWSG1,,,,
TXLNA,,,,
TXLNG,,,,
TXN,,,,
TXN2,,,,
TXNDC12,,,,
TXNDC15,,,,
TXNDC16,,,,
TXNDC17,,,,
TXNDC5,,,,
TXNDC9,,,,
TXNIP,,,,
TXNL1,,,,
TXNL4A,,,,
TXNRD1,,,,
TXNRD2,,,,
TXNRD3,,,,
TYK2,,,,
TYMS,,,,
TYSND1,,,,
TYW1,,,,
TYW3,,,,
TYW5,,,,
U2AF1,,,,
U2AF2,,,,
U2SURP,,,,
UACA,,,,
UAP1,,,,
UAP1L1,,,,
UBA1,,,,
UBA2,,,,
UBA3,,,,
UBA5,,,,
UBA52,,,,
UBAC1,,,,
UBAC2,,,,
UBAP1,,,,
UBAP2,,,,
UBAP2L,,,,
UBC,,,,
UBE2B,,,,
UBE2C,,,,
UBE2D1,,,,
UBE2D2,,,,
UBE2D3,,,,
UBE2E1,,,,
UBE2E3,,,,
UBE2F,,,,
UBE2G1,,,,
UBE2G2,,,,
UBE2H,,,,
UBE2I,,,,
UBE2J1,,,,
UBE2J2,,,,
UBE2K,,,,
UBE2L3,,,,
UBE2M,,,,
UBE2N,,,,
UBE2Q1,,,,
UBE2Q2,,,,
UBE2R2,,,,
UBE2S,,,,
UBE2T,,,,
UBE2V1,,,,
UBE2V2,,,,
UBE2W,,,,
UBE3A,,,,
UBE3B,,,,
UBE3C,,,,
UBE3D,,,,
UBE4A,,,,
UBE4B,,,,
UBIAD1,,,,
UBL3,,,,
UBL4A,,,,
UBL5,,,,
UBL7,,,,
UBLCP1,,,,
UBN1,,,,
UBN2,,,,
UBOX5,,,,
UBP1,,,,
UBQLN1,,,,
UBQLN2,,,,
UBQLN4,,,,
UBR1,,,,
UBR3,,,,
UBR4,,,,
UBR5,,,,
UBR7,,,,
UBTD1,,,,
UBTD2,,,,
UBTF,,,,
UBXN1,,,,
UBXN2B,,,,
UBXN4,,,,
UBXN6,,,,
UBXN7,,,,
UCHL1,,,,
UCHL3,,,,
UCHL5,,,,
UCK1,,,,
UCK2,,,,
UCKL1,,,,
UCN3,,,,
UEVLD,,,,
UFC1,,,,
UFL1,,,,
UFM1,,,,
UFSP1,,,,
UFSP2,,,,
UGCG,,,,
UGGT1,,,,
UGGT2,,,,
UGP2,,,,
UGT2A3,,,,
UGT2B7,,,,
UGT3A1,,,,
UGT8,,,,
UHRF1BP1L,,,,
UHRF2,,,,
UIMC1,,,,
ULBP2,,,,
ULBP3,,,,
ULK1,,,,
ULK2,,,,
ULK3,,,,
UMPS,,,,
UNC119,,,,
UNC119B,,,,
UNC13A,,,,
UNC13B,,,,
UNC45A,,,,
UNC5A,,,,
UNG,,,,
UNK,,,,
UPF1,,,,
UPF2,,,,
UPF3A,,,,
UPF3B,,,,
UPRT,,,,
UQCR10,,,,
UQCR11,,,,
UQCRB,,,,
UQCRC1,,,,
UQCRC2,,,,
UQCRFS1,,,,
UQCRH,,,,
UQCRQ,,,,
URB1,,,,
URB2,,,,
URGCP,,,,
URI1,,,,
URM1,,,,
UROD,,,,
UROS,,,,
USE1,,,,
USF2,,,,
USH1C,,,,
USMG5,,,,
USO1,,,,
USP1,,,,
USP10,,,,
USP11,,,,
USP12,,,,
USP13,,,,
USP14,,,,
USP16,,,,
USP19,,,,
USP20,,,,
USP22,,,,
USP24,,,,
USP27X,,,,
USP3,,,,
USP30,,,,
USP32,,,,
USP34,,,,
USP35,,,,
USP37,,,,
USP38,,,,
USP39,,,,
USP40,,,,
USP43,,,,
USP45,,,,
USP46,,,,
USP47,,,,
USP48,,,,
USP5,,,,
USP51,,,,
USP54,,,,
USP6NL,,,,
USP7,,,,
USP8,,,,
USP9X,,,,
USP9Y,,,,
UTP14A,,,,
UTP15,,,,
UTP18,,,,
UTP20,,,,
UTP23,,,,
UTP3,,,,
UTP6,,,,
UTS2,,,,
UTY,,,,
UVSSA,,,,
UXS1,,,,
UXT,,,,
VAC14,,,,
VAMP2,,,,
VAMP4,,,,
VAMP7,,,,
VANGL1,,,,
VAPA,,,,
VAPB,,,,
VARS,,,,
VARS2,,,,
VASN,,,,
VASP,,,,
VAT1,,,,
VAT1L,,,,
VAV2,,,,
VAV3,,,,
VAX2,,,,
VBP1,,,,
VCL,,,,
VCP,,,,
VDAC1,,,,
VDAC2,,,,
VDAC3,,,,
VEGFA,,,,
VEZF1,,,,
VEZT,,,,
VGF,,,,
VGLL4,,,,
VHL,,,,
VIL1,,,,
VIPAS39,,,,
VKORC1,,,,
VKORC1L1,,,,
VLDLR,,,,
VMA21,,,,
VMAC,,,,
VMP1,,,,
VOPP1,,,,
VPS11,,,,
VPS13A,,,,
VPS13B,,,,
VPS13D,,,,
VPS16,,,,
VPS18,,,,
VPS25,,,,
VPS26A,,,,
VPS26B,,,,
VPS28,,,,
VPS29,,,,
VPS33A,,,,
VPS33B,,,,
VPS35,,,,
VPS36,,,,
VPS37A,,,,
VPS37B,,,,
VPS37C,,,,
VPS37D,,,,
VPS39,,,,
VPS41,,,,
VPS45,,,,
VPS4A,,,,
VPS4B,,,,
VPS51,,,,
VPS52,,,,
VPS53,,,,
VPS54,,,,
VPS72,,,,
VPS8,,,,
VPS9D1,,,,
VRK1,,,,
VRK2,,,,
VRK3,,,,
VTA1,,,,
VTI1A,,,,
VTI1B,,,,
VTN,,,,
VWA1,,,,
VWA5A,,,,
VWA5B2,,,,
VWA7,,,,
VWA8,,,,
WAC,,,,
WARS2,,,,
WASF1,,,,
WASF2,,,,
WASF3,,,,
WASL,,,,
WBP11,,,,
WBP2,,,,
WDFY3,,,,
WDHD1,,,,
WDR1,,,,
WDR11,,,,
WDR12,,,,
WDR13,,,,
WDR17,,,,
WDR18,,,,
WDR19,,,,
WDR20,,,,
WDR24,,,,
WDR25,,,,
WDR26,,,,
WDR3,,,,
WDR31,,,,
WDR33,,,,
WDR34,,,,
WDR35,,,,
WDR36,,,,
WDR37,,,,
WDR4,,,,
WDR41,,,,
WDR43,,,,
WDR44,,,,
WDR45,,,,
WDR45B,,,,
WDR46,,,,
WDR47,,,,
WDR5,,,,
WDR54,,,,
WDR55,,,,
WDR59,,,,
WDR5B,,,,
WDR60,,,,
WDR61,,,,
WDR62,,,,
WDR7,,,,
WDR70,,,,
WDR73,,,,
WDR74,,,,
WDR75,,,,
WDR76,,,,
WDR77,,,,
WDR81,,,,
WDR82,,,,
WDR83,,,,
WDR89,,,,
WDR90,,,,
WDR91,,,,
WDR92,,,,
WDSUB1,,,,
WDTC1,,,,
WDYHV1,,,,
WEE1,,,,
WFS1,,,,
WIPF2,,,,
WIPI2,,,,
WIZ,,,,
WNK1,,,,
WNK3,,,,
WNK4,,,,
WNT5A,,,,
WRAP53,,,,
WRAP73,,,,
WRB,,,,
WRN,,,,
WRNIP1,,,,
WSCD1,,,,
WTAP,,,,
WWC1,,,,
WWC3,,,,
WWOX,,,,
WWP2,,,,
XAB2,,,,
XK,,,,
XKR7,,,,
XKR8,,,,
XPA,,,,
XPC,,,,
XPNPEP1,,,,
XPNPEP3,,,,
XPO1,,,,
XPO4,,,,
XPO5,,,,
XPO6,,,,
XPO7,,,,
XPOT,,,,
XPR1,,,,
XRCC1,,,,
XRCC3,,,,
XRCC4,,,,
XRCC5,,,,
XRCC6,,,,
XRN2,,,,
XXYLT1,,,,
XYLB,,,,
XYLT2,,,,
YAE1D1,,,,
YARS2,,,,
YBEY,,,,
YBX1,,,,
YDJC,,,,
YEATS4,,,,
YES1,,,,
YIF1A,,,,
YIF1B,,,,
YIPF2,,,,
YIPF3,,,,
YIPF4,,,,
YIPF5,,,,
YIPF6,,,,
YKT6,,,,
YLPM1,,,,
YME1L1,,,,
YOD1,,,,
YPEL3,,,,
YPEL5,,,,
YTHDC1,,,,
YTHDC2,,,,
YTHDF1,,,,
YTHDF2,,,,
YTHDF3,,,,
YWHAB,,,,
YWHAE,,,,
YWHAG,,,,
YWHAH,,,,
YWHAQ,,,,
YWHAZ,,,,
YY1,,,,
YY1AP1,,,,
ZADH2,,,,
ZBED1,,,,
ZBED3,,,,
ZBED4,,,,
ZBED5,,,,
ZBTB1,,,,
ZBTB10,,,,
ZBTB11,,,,
ZBTB14,,,,
ZBTB17,,,,
ZBTB21,,,,
ZBTB3,,,,
ZBTB34,,,,
ZBTB38,,,,
ZBTB4,,,,
ZBTB40,,,,
ZBTB41,,,,
ZBTB43,,,,
ZBTB44,,,,
ZBTB45,,,,
ZBTB46,,,,
ZBTB47,,,,
ZBTB48,,,,
ZBTB7A,,,,
ZBTB9,,,,
ZC2HC1A,,,,
ZC3H10,,,,
ZC3H11A,,,,
ZC3H12C,,,,
ZC3H13,,,,
ZC3H14,,,,
ZC3H15,,,,
ZC3H18,,,,
ZC3H3,,,,
ZC3H4,,,,
ZC3H6,,,,
ZC3H7A,,,,
ZC3H7B,,,,
ZC3H8,,,,
ZC3HAV1L,,,,
ZC3HC1,,,,
ZC4H2,,,,
ZCCHC10,,,,
ZCCHC11,,,,
ZCCHC17,,,,
ZCCHC3,,,,
ZCCHC4,,,,
ZCCHC6,,,,
ZCCHC7,,,,
ZCCHC8,,,,
ZCCHC9,,,,
ZCRB1,,,,
ZDBF2,,,,
ZDHHC14,,,,
ZDHHC17,,,,
ZDHHC18,,,,
ZDHHC2,,,,
ZDHHC20,,,,
ZDHHC21,,,,
ZDHHC23,,,,
ZDHHC24,,,,
ZDHHC4,,,,
ZDHHC5,,,,
ZDHHC6,,,,
ZDHHC9,,,,
ZER1,,,,
ZFAND2B,,,,
ZFAND5,,,,
ZFAND6,,,,
ZFC3H1,,,,
ZFHX3,,,,
ZFP1,,,,
ZFP28,,,,
ZFP3,,,,
ZFP36,,,,
ZFP36L2,,,,
ZFP37,,,,
ZFP62,,,,
ZFP64,,,,
ZFP91,,,,
ZFPL1,,,,
ZFPM1,,,,
ZFR,,,,
ZFX,,,,
ZFYVE1,,,,
ZFYVE16,,,,
ZFYVE19,,,,
ZFYVE21,,,,
ZFYVE27,,,,
ZFYVE9,,,,
ZG16B,,,,
ZGPAT,,,,
ZHX1,,,,
ZHX2,,,,
ZHX3,,,,
ZKSCAN1,,,,
ZKSCAN3,,,,
ZKSCAN4,,,,
ZKSCAN7,,,,
ZKSCAN8,,,,
ZMAT2,,,,
ZMAT5,,,,
ZMIZ1,,,,
ZMIZ2,,,,
ZMPSTE24,,,,
ZMYM1,,,,
ZMYM2,,,,
ZMYM3,,,,
ZMYM4,,,,
ZMYM5,,,,
ZMYND11,,,,
ZMYND8,,,,
ZNF101,,,,
ZNF106,,,,
ZNF131,,,,
ZNF134,,,,
ZNF141,,,,
ZNF142,,,,
ZNF143,,,,
ZNF146,,,,
ZNF148,,,,
ZNF155,,,,
ZNF174,,,,
ZNF180,,,,
ZNF182,,,,
ZNF185,,,,
ZNF189,,,,
ZNF205,,,,
ZNF207,,,,
ZNF22,,,,
ZNF229,,,,
ZNF236,,,,
ZNF24,,,,
ZNF260,,,,
ZNF264,,,,
ZNF268,,,,
ZNF274,,,,
ZNF276,,,,
ZNF277,,,,
ZNF28,,,,
ZNF280B,,,,
ZNF280C,,,,
ZNF280D,,,,
ZNF281,,,,
ZNF282,,,,
ZNF286B,,,,
ZNF292,,,,
ZNF3,,,,
ZNF302,,,,
ZNF317,,,,
ZNF318,,,,
ZNF32,,,,
ZNF324,,,,
ZNF324B,,,,
ZNF326,,,,
ZNF330,,,,
ZNF33A,,,,
ZNF343,,,,
ZNF346,,,,
ZNF358,,,,
ZNF362,,,,
ZNF384,,,,
ZNF385B,,,,
ZNF397,,,,
ZNF398,,,,
ZNF407,,,,
ZNF410,,,,
ZNF414,,,,
ZNF417,,,,
ZNF428,,,,
ZNF443,,,,
ZNF444,,,,
ZNF445,,,,
ZNF446,,,,
ZNF451,,,,
ZNF462,,,,
ZNF48,,,,
ZNF483,,,,
ZNF484,,,,
ZNF500,,,,
ZNF507,,,,
ZNF511,,,,
ZNF512B,,,,
ZNF513,,,,
ZNF516,,,,
ZNF524,,,,
ZNF532,,,,
ZNF548,,,,
ZNF579,,,,
ZNF580,,,,
ZNF581,,,,
ZNF586,,,,
ZNF592,,,,
ZNF593,,,,
ZNF598,,,,
ZNF609,,,,
ZNF622,,,,
ZNF623,,,,
ZNF627,,,,
ZNF629,,,,
ZNF638,,,,
ZNF639,,,,
ZNF644,,,,
ZNF646,,,,
ZNF652,,,,
ZNF655,,,,
ZNF658,,,,
ZNF664,,,,
ZNF668,,,,
ZNF670,,,,
ZNF672,,,,
ZNF688,,,,
ZNF689,,,,
ZNF691,,,,
ZNF696,,,,
ZNF697,,,,
ZNF7,,,,
ZNF70,,,,
ZNF703,,,,
ZNF706,,,,
ZNF709,,,,
ZNF711,,,,
ZNF713,,,,
ZNF740,,,,
ZNF746,,,,
ZNF768,,,,
ZNF770,,,,
ZNF771,,,,
ZNF775,,,,
ZNF776,,,,
ZNF784,,,,
ZNF787,,,,
ZNF8,,,,
ZNF800,,,,
ZNF805,,,,
ZNF81,,,,
ZNF821,,,,
ZNF827,,,,
ZNF830,,,,
ZNF84,,,,
ZNF845,,,,
ZNF91,,,,
ZNHIT1,,,,
ZNHIT2,,,,
ZNHIT3,,,,
ZNHIT6,,,,
ZNRD1,,,,
ZNRF1,,,,
ZNRF2,,,,
ZPLD1,,,,
ZRANB2,,,,
ZRANB3,,,,
ZSCAN18,,,,
ZSCAN2,,,,
ZSCAN21,,,,
ZSCAN25,,,,
ZSCAN29,,,,
ZSCAN30,,,,
ZSWIM1,,,,
ZSWIM8,,,,
ZUFSP,,,,
ZW10,,,,
ZWILCH,,,,
ZWINT,,,,
ZYG11B,,,,
ZYX,,,,
ZZEF1,,,,
ZZZ3,,,,
